date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-12-08,SKU0083,152,0.0,7,106
2025-12-15,SKU0083,88,0.0,7,106
2025-12-22,SKU0083,11,0.0,7,106
2025-12-29,SKU0083,132,94.0,7,106
2024-01-01,SKU0084,487,0.0,14,210
2024-01-08,SKU0084,404,0.0,14,210
2024-01-15,SKU0084,327,0.0,14,210
2024-01-22,SKU0084,235,0.0,14,210
2024-01-29,SKU0084,169,0.0,14,210
2024-02-05,SKU0084,163,224.0,14,210
2024-02-12,SKU0084,201,289.0,14,210
2024-02-19,SKU0084,110,0.0,14,210
2024-02-26,SKU0084,135,238.0,14,210
2024-03-04,SKU0084,51,0.0,14,210
2024-03-11,SKU0084,69,288.0,14,210
2024-03-18,SKU0084,151,222.0,14,210
2024-03-25,SKU0084,172,291.0,14,210
2024-04-01,SKU0084,189,278.0,14,210
2024-04-08,SKU0084,113,0.0,14,210
2024-04-15,SKU0084,101,297.0,14,210
2024-04-22,SKU0084,5,0.0,14,210
2024-04-29,SKU0084,0,0.0,14,210
2024-05-06,SKU0084,74,320.0,14,210
2024-05-13,SKU0084,0,,14,210
2024-05-20,SKU0084,0,0.0,14,210
2024-05-27,SKU0084,67,260.0,14,210
2024-06-03,SKU0084,126,233.0,14,210
2024-06-10,SKU0084,34,0.0,14,210
2024-06-17,SKU0084,164,248.0,14,210
2024-06-24,SKU0084,71,0.0,14,210
2024-07-01,SKU0084,0,0.0,14,210
2024-07-08,SKU0084,103,208.0,14,210
2024-07-15,SKU0084,136,266.0,14,210
2024-07-22,SKU0084,171,301.0,14,210
2024-07-29,SKU0084,165,303.0,14,210
2024-08-05,SKU0084,200,279.0,14,210
2024-08-12,SKU0084,120,0.0,14,210
2024-08-19,SKU0084,134,234.0,14,210
2024-08-26,SKU0084,35,0.0,14,210
2024-09-02,SKU0084,111,225.0,14,210
2024-09-09,SKU0084,181,214.0,14,210
2024-09-16,SKU0084,203,238.0,14,210
2024-09-23,SKU0084,128,0.0,14,210
2024-09-30,SKU0084,34,0.0,14,210
2024-10-07,SKU0084,0,0.0,14,210
2024-10-14,SKU0084,112,267.0,14,210
2024-10-21,SKU0084,21,0.0,14,210
2024-10-28,SKU0084,168,274.0,14,210
2024-11-04,SKU0084,96,0.0,14,210
2024-11-11,SKU0084,107,203.0,14,210
2024-11-18,SKU0084,40,0.0,14,210
2024-11-25,SKU0084,88,196.0,14,210
2024-12-02,SKU0084,74,207.0,14,210
2024-12-09,SKU0084,0,0.0,14,210
2024-12-16,SKU0084,132,262.0,14,210
2024-12-23,SKU0084,66,0.0,14,210
2024-12-30,SKU0084,96,316.0,14,210
2025-01-06,SKU0084,17,0.0,14,210
2025-01-13,SKU0084,0,0.0,14,210
2025-01-20,SKU0084,0,0.0,14,210
2025-01-27,SKU0084,140,231.0,14,210
2025-02-03,SKU0084,70,0.0,14,210
2025-02-10,SKU0084,0,0.0,14,210
2025-02-17,SKU0084,0,0.0,14,210
2025-02-24,SKU0084,137,220.0,14,210
2025-03-03,SKU0084,154,232.0,14,210
2025-03-10,SKU0084,188,256.0,14,210
2025-03-17,SKU0084,122,0.0,14,210
2025-03-24,SKU0084,177,282.0,14,210
2025-03-31,SKU0084,103,0.0,14,210
2025-04-07,SKU0084,20,0.0,14,210
2025-04-14,SKU0084,0,0.0,14,210
2025-04-21,SKU0084,167,,14,210
2025-04-28,SKU0084,66,0.0,14,210
2025-05-05,SKU0084,84,260.0,14,210
2025-05-12,SKU0084,148,256.0,14,210
2025-05-19,SKU0084,81,0.0,14,210
2025-05-26,SKU0084,78,234.0,14,210
2025-06-02,SKU0084,74,209.0,14,210
2025-06-09,SKU0084,178,303.0,14,210
2025-06-16,SKU0084,169,221.0,14,210
2025-06-23,SKU0084,171,260.0,14,210
2025-06-30,SKU0084,77,0.0,14,210
2025-07-07,SKU0084,0,0.0,14,210
2025-07-14,SKU0084,95,275.0,14,210
2025-07-21,SKU0084,30,0.0,14,210
2025-07-28,SKU0084,99,277.0,14,210
2025-08-04,SKU0084,167,303.0,14,210
2025-08-11,SKU0084,171,217.0,14,210
2025-08-18,SKU0084,171,303.0,14,210
2025-08-25,SKU0084,259,317.0,14,210
2025-09-01,SKU0084,172,0.0,14,210
2025-09-08,SKU0084,92,0.0,14,210
2025-09-15,SKU0084,82,252.0,14,210
2025-09-22,SKU0084,76,290.0,14,210
2025-09-29,SKU0084,5,0.0,14,210
2025-10-06,SKU0084,0,0.0,14,210
2025-10-13,SKU0084,0,0.0,14,210
2025-10-20,SKU0084,0,0.0,14,210
2025-10-27,SKU0084,125,245.0,14,210
2025-11-03,SKU0084,43,0.0,14,210
2025-11-10,SKU0084,0,0.0,14,210
2025-11-17,SKU0084,0,0.0,14,210
2025-11-24,SKU0084,0,0.0,14,210
2025-12-01,SKU0084,0,0.0,14,210
2025-12-08,SKU0084,0,0.0,14,210
2025-12-15,SKU0084,127,238.0,14,210
2025-12-22,SKU0084,58,0.0,14,210
2025-12-29,SKU0084,0,0.0,14,210
2025-07-07,SKU0085,92,0.0,14,58
2025-07-14,SKU0085,69,0.0,14,58
2025-07-21,SKU0085,65,69.0,14,58
2025-07-28,SKU0085,45,0.0,14,58
2025-08-04,SKU0085,66,68.0,14,58
2025-08-11,SKU0085,51,0.0,14,58
2025-08-18,SKU0085,79,47.0,14,58
2025-08-25,SKU0085,57,0.0,14,58
2025-09-01,SKU0085,68,69.0,14,58
2025-09-08,SKU0085,71,76.0,14,58
2025-09-15,SKU0085,47,0.0,14,58
2025-09-22,SKU0085,67,71.0,14,58
2025-09-29,SKU0085,67,50.0,14,58
2025-10-06,SKU0085,44,0.0,14,58
2025-10-13,SKU0085,50,68.0,14,58
2025-10-20,SKU0085,64,68.0,14,58
2025-10-27,SKU0085,33,,14,58
2025-11-03,SKU0085,5,0.0,14,58
2025-11-10,SKU0085,38,61.0,14,58
2025-11-17,SKU0085,28,48.0,14,58
2025-11-24,SKU0085,7,0.0,14,58
2025-12-01,SKU0085,0,0.0,14,58
2025-12-08,SKU0085,30,60.0,14,58
2025-12-15,SKU0085,42,70.0,14,58
2025-12-22,SKU0085,48,52.0,14,58
2025-12-29,SKU0085,54,77.0,14,58
2024-01-01,SKU0086,44,0.0,10,20
2024-01-08,SKU0086,39,0.0,10,20
2024-01-15,SKU0086,33,0.0,10,20
2024-01-22,SKU0086,22,0.0,10,20
2024-01-29,SKU0086,19,21.0,10,20
2024-02-05,SKU0086,10,0.0,10,20
2024-02-12,SKU0086,15,24.0,10,20
2024-02-19,SKU0086,6,0.0,10,20
2024-02-26,SKU0086,0,0.0,10,20
2024-03-04,SKU0086,24,26.0,10,20
2024-03-11,SKU0086,13,0.0,10,20
2024-03-18,SKU0086,17,28.0,10,20
2024-03-25,SKU0086,0,0.0,10,20
2024-04-01,SKU0086,24,,10,20
2024-04-08,SKU0086,11,0.0,10,20
2024-04-15,SKU0086,2,0.0,10,20
2024-04-22,SKU0086,22,26.0,10,20
2024-04-29,SKU0086,7,0.0,10,20
2024-05-06,SKU0086,18,29.0,10,20
2024-05-13,SKU0086,19,23.0,10,20
2024-05-20,SKU0086,19,26.0,10,20
2024-05-27,SKU0086,22,21.0,10,20
2024-06-03,SKU0086,6,0.0,10,20
2024-06-10,SKU0086,23,25.0,10,20
2024-06-17,SKU0086,22,21.0,10,20
2024-06-24,SKU0086,27,21.0,10,20
2024-07-01,SKU0086,23,23.0,10,20
2024-07-08,SKU0086,28,30.0,10,20
2024-07-15,SKU0086,28,,10,20
2024-07-22,SKU0086,35,27.0,10,20
2024-07-29,SKU0086,21,0.0,10,20
2024-08-05,SKU0086,30,28.0,10,20
2024-08-12,SKU0086,35,33.0,10,20
2024-08-19,SKU0086,23,0.0,10,20
2024-08-26,SKU0086,36,32.0,10,20
2024-09-02,SKU0086,20,0.0,10,20
2024-09-09,SKU0086,10,0.0,10,20
2024-09-16,SKU0086,0,0.0,10,20
2024-09-23,SKU0086,20,22.0,10,20
2024-09-30,SKU0086,8,0.0,10,20
2024-10-07,SKU0086,0,0.0,10,20
2024-10-14,SKU0086,0,0.0,10,20
2024-10-21,SKU0086,0,0.0,10,20
2024-10-28,SKU0086,0,0.0,10,20
2024-11-04,SKU0086,0,0.0,10,20
2024-11-11,SKU0086,10,22.0,10,20
2024-11-18,SKU0086,1,0.0,10,20
2024-11-25,SKU0086,12,32.0,10,20
2024-12-02,SKU0086,11,24.0,10,20
2024-12-09,SKU0086,10,21.0,10,20
2024-12-16,SKU0086,1,0.0,10,20
2024-12-23,SKU0086,17,25.0,10,20
2024-12-30,SKU0086,14,23.0,10,20
2025-01-06,SKU0086,7,0.0,10,20
2025-01-13,SKU0086,16,21.0,10,20
2025-01-20,SKU0086,24,33.0,10,20
2025-01-27,SKU0086,34,33.0,10,20
2025-02-03,SKU0086,28,21.0,10,20
2025-02-10,SKU0086,17,0.0,10,20
2025-02-17,SKU0086,6,0.0,10,20
2025-02-24,SKU0086,0,0.0,10,20
2025-03-03,SKU0086,0,0.0,10,20
2025-03-10,SKU0086,0,0.0,10,20
2025-03-17,SKU0086,0,0.0,10,20
2025-03-24,SKU0086,0,0.0,10,20
2025-03-31,SKU0086,0,0.0,10,20
2025-04-07,SKU0086,11,28.0,10,20
2025-04-14,SKU0086,19,23.0,10,20
2025-04-21,SKU0086,8,0.0,10,20
2025-04-28,SKU0086,11,30.0,10,20
2025-05-05,SKU0086,1,0.0,10,20
2025-05-12,SKU0086,16,30.0,10,20
2025-05-19,SKU0086,22,32.0,10,20
2025-05-26,SKU0086,28,21.0,10,20
2025-06-02,SKU0086,20,0.0,10,20
2025-06-09,SKU0086,8,0.0,10,20
2025-06-16,SKU0086,18,28.0,10,20
2025-06-23,SKU0086,27,23.0,10,20
2025-06-30,SKU0086,40,23.0,10,20
2025-07-07,SKU0086,32,0.0,10,20
2025-07-14,SKU0086,25,27.0,10,20
2025-07-21,SKU0086,19,0.0,10,20
2025-07-28,SKU0086,31,32.0,10,20
2025-08-04,SKU0086,22,0.0,10,20
2025-08-11,SKU0086,12,0.0,10,20
2025-08-18,SKU0086,3,0.0,10,20
2025-08-25,SKU0086,14,31.0,10,20
2025-09-01,SKU0086,0,0.0,10,20
2025-09-08,SKU0086,18,29.0,10,20
2025-09-15,SKU0086,26,29.0,10,20
2025-09-22,SKU0086,34,22.0,10,20
2025-09-29,SKU0086,21,0.0,10,20
2025-10-06,SKU0086,29,33.0,10,20
2025-10-13,SKU0086,21,0.0,10,20
2025-10-20,SKU0086,25,21.0,10,20
2025-10-27,SKU0086,36,28.0,10,20
2025-11-03,SKU0086,25,0.0,10,20
2025-11-10,SKU0086,32,22.0,10,20
2025-11-17,SKU0086,18,0.0,10,20
2025-11-24,SKU0086,7,0.0,10,20
2025-12-01,SKU0086,19,26.0,10,20
2025-12-08,SKU0086,8,0.0,10,20
2025-12-15,SKU0086,0,0.0,10,20
2025-12-22,SKU0086,20,33.0,10,20
2025-12-29,SKU0086,5,0.0,10,20
2024-01-01,SKU0087,441,0.0,21,293
2024-01-08,SKU0087,369,0.0,21,293
2024-01-15,SKU0087,299,0.0,21,293
2024-01-22,SKU0087,237,0.0,21,293
2024-01-29,SKU0087,251,306.0,21,293
2024-02-05,SKU0087,281,286.0,21,293
2024-02-12,SKU0087,293,395.0,21,293
2024-02-19,SKU0087,359,351.0,21,293
2024-02-26,SKU0087,358,297.0,21,293
2024-03-04,SKU0087,291,0.0,21,293
2024-03-11,SKU0087,350,333.0,21,293
2024-03-18,SKU0087,386,319.0,21,293
2024-03-25,SKU0087,312,0.0,21,293
2024-04-01,SKU0087,235,0.0,21,293
2024-04-08,SKU0087,243,412.0,21,293
2024-04-15,SKU0087,303,375.0,21,293
2024-04-22,SKU0087,313,368.0,21,293
2024-04-29,SKU0087,331,414.0,21,293
2024-05-06,SKU0087,362,397.0,21,293
2024-05-13,SKU0087,417,301.0,21,293
2024-05-20,SKU0087,351,0.0,21,293
2024-05-27,SKU0087,295,0.0,21,293
2024-06-03,SKU0087,213,0.0,21,293
2024-06-10,SKU0087,130,0.0,21,293
2024-06-17,SKU0087,167,382.0,21,293
2024-06-24,SKU0087,239,392.0,21,293
2024-07-01,SKU0087,270,409.0,21,293
2024-07-08,SKU0087,325,301.0,21,293
2024-07-15,SKU0087,380,297.0,21,293
2024-07-22,SKU0087,312,0.0,21,293
2024-07-29,SKU0087,237,0.0,21,293
2024-08-05,SKU0087,312,342.0,21,293
2024-08-12,SKU0087,250,0.0,21,293
2024-08-19,SKU0087,234,269.0,21,293
2024-08-26,SKU0087,167,0.0,21,293
2024-09-02,SKU0087,116,0.0,21,293
2024-09-09,SKU0087,181,359.0,21,293
2024-09-16,SKU0087,102,0.0,21,293
2024-09-23,SKU0087,199,302.0,21,293
2024-09-30,SKU0087,212,362.0,21,293
2024-10-07,SKU0087,212,278.0,21,293
2024-10-14,SKU0087,216,401.0,21,293
2024-10-21,SKU0087,145,0.0,21,293
2024-10-28,SKU0087,214,398.0,21,293
2024-11-04,SKU0087,144,0.0,21,293
2024-11-11,SKU0087,148,376.0,21,293
2024-11-18,SKU0087,88,0.0,21,293
2024-11-25,SKU0087,32,0.0,21,293
2024-12-02,SKU0087,0,0.0,21,293
2024-12-09,SKU0087,104,,21,293
2024-12-16,SKU0087,126,318.0,21,293
2024-12-23,SKU0087,55,0.0,21,293
2024-12-30,SKU0087,68,319.0,21,293
2025-01-06,SKU0087,129,384.0,21,293
2025-01-13,SKU0087,132,300.0,21,293
2025-01-20,SKU0087,47,0.0,21,293
2025-01-27,SKU0087,99,259.0,21,293
2025-02-03,SKU0087,35,0.0,21,293
2025-02-10,SKU0087,65,308.0,21,293
2025-02-17,SKU0087,118,262.0,21,293
2025-02-24,SKU0087,159,386.0,21,293
2025-03-03,SKU0087,230,400.0,21,293
2025-03-10,SKU0087,245,344.0,21,293
2025-03-17,SKU0087,241,344.0,21,293
2025-03-24,SKU0087,176,0.0,21,293
2025-03-31,SKU0087,112,0.0,21,293
2025-04-07,SKU0087,170,310.0,21,293
2025-04-14,SKU0087,166,343.0,21,293
2025-04-21,SKU0087,171,318.0,21,293
2025-04-28,SKU0087,113,0.0,21,293
2025-05-05,SKU0087,44,0.0,21,293
2025-05-12,SKU0087,89,376.0,21,293
2025-05-19,SKU0087,19,0.0,21,293
2025-05-26,SKU0087,66,305.0,21,293
2025-06-02,SKU0087,0,0.0,21,293
2025-06-09,SKU0087,0,0.0,21,293
2025-06-16,SKU0087,64,278.0,21,293
2025-06-23,SKU0087,0,0.0,21,293
2025-06-30,SKU0087,0,0.0,21,293
2025-07-07,SKU0087,0,,21,293
2025-07-14,SKU0087,104,312.0,21,293
2025-07-21,SKU0087,171,336.0,21,293
2025-07-28,SKU0087,107,,21,293
2025-08-04,SKU0087,36,0.0,21,293
2025-08-11,SKU0087,0,0.0,21,293
2025-08-18,SKU0087,0,0.0,21,293
2025-08-25,SKU0087,86,306.0,21,293
2025-09-01,SKU0087,152,412.0,21,293
2025-09-08,SKU0087,87,0.0,21,293
2025-09-15,SKU0087,107,268.0,21,293
2025-09-22,SKU0087,30,0.0,21,293
2025-09-29,SKU0087,58,294.0,21,293
2025-10-06,SKU0087,55,340.0,21,293
2025-10-13,SKU0087,83,273.0,21,293
2025-10-20,SKU0087,99,357.0,21,293
2025-10-27,SKU0087,106,267.0,21,293
2025-11-03,SKU0087,34,0.0,21,293
2025-11-10,SKU0087,73,259.0,21,293
2025-11-17,SKU0087,7,0.0,21,293
2025-11-24,SKU0087,105,266.0,21,293
2025-12-01,SKU0087,132,305.0,21,293
2025-12-08,SKU0087,160,286.0,21,293
2025-12-15,SKU0087,95,0.0,21,293
2025-12-22,SKU0087,87,370.0,21,293
2025-12-29,SKU0087,16,0.0,21,293
2024-01-01,SKU0088,148,0.0,14,76
2024-01-08,SKU0088,117,,14,76
2024-01-15,SKU0088,85,0.0,14,76
2024-01-22,SKU0088,49,0.0,14,76
2024-01-29,SKU0088,60,83.0,14,76
2024-02-05,SKU0088,97,112.0,14,76
2024-02-12,SKU0088,128,106.0,14,76
2024-02-19,SKU0088,105,0.0,14,76
2024-02-26,SKU0088,84,0.0,14,76
2024-03-04,SKU0088,84,93.0,14,76
2024-03-11,SKU0088,92,115.0,14,76
2024-03-18,SKU0088,60,0.0,14,76
2024-03-25,SKU0088,23,0.0,14,76
2024-04-01,SKU0088,0,0.0,14,76
2024-04-08,SKU0088,24,101.0,14,76
2024-04-15,SKU0088,55,88.0,14,76
2024-04-22,SKU0088,86,76.0,14,76
2024-04-29,SKU0088,87,99.0,14,76
2024-05-06,SKU0088,61,0.0,14,76
2024-05-13,SKU0088,30,0.0,14,76
2024-05-20,SKU0088,8,0.0,14,76
2024-05-27,SKU0088,49,70.0,14,76
2024-06-03,SKU0088,13,0.0,14,76
2024-06-10,SKU0088,44,95.0,14,76
2024-06-17,SKU0088,76,100.0,14,76
2024-06-24,SKU0088,55,0.0,14,76
2024-07-01,SKU0088,79,83.0,14,76
2024-07-08,SKU0088,85,102.0,14,76
2024-07-15,SKU0088,57,0.0,14,76
2024-07-22,SKU0088,34,0.0,14,76
2024-07-29,SKU0088,52,80.0,14,76
2024-08-05,SKU0088,21,0.0,14,76
2024-08-12,SKU0088,0,0.0,14,76
2024-08-19,SKU0088,47,92.0,14,76
2024-08-26,SKU0088,42,93.0,14,76
2024-09-02,SKU0088,43,113.0,14,76
2024-09-09,SKU0088,55,115.0,14,76
2024-09-16,SKU0088,69,85.0,14,76
2024-09-23,SKU0088,86,110.0,14,76
2024-09-30,SKU0088,43,0.0,14,76
2024-10-07,SKU0088,59,112.0,14,76
2024-10-14,SKU0088,72,85.0,14,76
2024-10-21,SKU0088,80,,14,76
2024-10-28,SKU0088,45,0.0,14,76
2024-11-04,SKU0088,48,94.0,14,76
2024-11-11,SKU0088,52,76.0,14,76
2024-11-18,SKU0088,50,95.0,14,76
2024-11-25,SKU0088,42,103.0,14,76
2024-12-02,SKU0088,76,106.0,14,76
2024-12-09,SKU0088,55,0.0,14,76
2024-12-16,SKU0088,58,103.0,14,76
2024-12-23,SKU0088,64,72.0,14,76
2024-12-30,SKU0088,36,0.0,14,76
2025-01-06,SKU0088,30,104.0,14,76
2025-01-13,SKU0088,44,92.0,14,76
2025-01-20,SKU0088,19,0.0,14,76
2025-01-27,SKU0088,0,0.0,14,76
2025-02-03,SKU0088,0,0.0,14,76
2025-02-10,SKU0088,0,0.0,14,76
2025-02-17,SKU0088,58,88.0,14,76
2025-02-24,SKU0088,42,0.0,14,76
2025-03-03,SKU0088,59,95.0,14,76
2025-03-10,SKU0088,61,77.0,14,76
2025-03-17,SKU0088,58,99.0,14,76
2025-03-24,SKU0088,24,0.0,14,76
2025-03-31,SKU0088,60,99.0,14,76
2025-04-07,SKU0088,32,0.0,14,76
2025-04-14,SKU0088,61,104.0,14,76
2025-04-21,SKU0088,38,0.0,14,76
2025-04-28,SKU0088,49,80.0,14,76
2025-05-05,SKU0088,59,98.0,14,76
2025-05-12,SKU0088,25,0.0,14,76
2025-05-19,SKU0088,0,0.0,14,76
2025-05-26,SKU0088,0,0.0,14,76
2025-06-02,SKU0088,0,,14,76
2025-06-09,SKU0088,0,0.0,14,76
2025-06-16,SKU0088,60,85.0,14,76
2025-06-23,SKU0088,34,0.0,14,76
2025-06-30,SKU0088,2,0.0,14,76
2025-07-07,SKU0088,0,0.0,14,76
2025-07-14,SKU0088,40,112.0,14,76
2025-07-21,SKU0088,79,76.0,14,76
2025-07-28,SKU0088,103,113.0,14,76
2025-08-04,SKU0088,117,97.0,14,76
2025-08-11,SKU0088,90,0.0,14,76
2025-08-18,SKU0088,64,0.0,14,76
2025-08-25,SKU0088,39,0.0,14,76
2025-09-01,SKU0088,70,81.0,14,76
2025-09-08,SKU0088,49,0.0,14,76
2025-09-15,SKU0088,9,0.0,14,76
2025-09-22,SKU0088,36,96.0,14,76
2025-09-29,SKU0088,0,0.0,14,76
2025-10-06,SKU0088,43,84.0,14,76
2025-10-13,SKU0088,47,104.0,14,76
2025-10-20,SKU0088,42,79.0,14,76
2025-10-27,SKU0088,60,105.0,14,76
2025-11-03,SKU0088,23,0.0,14,76
2025-11-10,SKU0088,0,0.0,14,76
2025-11-17,SKU0088,35,100.0,14,76
2025-11-24,SKU0088,12,0.0,14,76
2025-12-01,SKU0088,0,0.0,14,76
2025-12-08,SKU0088,59,98.0,14,76
2025-12-15,SKU0088,32,0.0,14,76
2025-12-22,SKU0088,25,81.0,14,76
2025-12-29,SKU0088,54,82.0,14,76
2025-03-10,SKU0089,641,0.0,10,162
2025-03-17,SKU0089,548,0.0,10,162
2025-03-24,SKU0089,440,0.0,10,162
2025-03-31,SKU0089,333,0.0,10,162
2025-04-07,SKU0089,228,0.0,10,162
2025-04-14,SKU0089,129,0.0,10,162
2025-04-21,SKU0089,163,183.0,10,162
2025-04-28,SKU0089,144,295.0,10,162
2025-05-05,SKU0089,219,203.0,10,162
2025-05-12,SKU0089,235,242.0,10,162
2025-05-19,SKU0089,122,0.0,10,162
2025-05-26,SKU0089,93,243.0,10,162
2025-06-02,SKU0089,152,180.0,10,162
2025-06-09,SKU0089,36,0.0,10,162
2025-06-16,SKU0089,179,246.0,10,162
2025-06-23,SKU0089,200,244.0,10,162
2025-06-30,SKU0089,193,184.0,10,162
2025-07-07,SKU0089,286,235.0,10,162
2025-07-14,SKU0089,379,292.0,10,162
2025-07-21,SKU0089,281,0.0,10,162
2025-07-28,SKU0089,163,0.0,10,162
2025-08-04,SKU0089,128,249.0,10,162
2025-08-11,SKU0089,164,280.0,10,162
2025-08-18,SKU0089,235,204.0,10,162
2025-08-25,SKU0089,366,228.0,10,162
2025-09-01,SKU0089,258,0.0,10,162
2025-09-08,SKU0089,167,0.0,10,162
2025-09-15,SKU0089,259,279.0,10,162
2025-09-22,SKU0089,164,0.0,10,162
2025-09-29,SKU0089,70,0.0,10,162
2025-10-06,SKU0089,210,287.0,10,162
2025-10-13,SKU0089,102,0.0,10,162
2025-10-20,SKU0089,216,186.0,10,162
2025-10-27,SKU0089,304,274.0,10,162
2025-11-03,SKU0089,198,0.0,10,162
2025-11-10,SKU0089,80,0.0,10,162
2025-11-17,SKU0089,0,0.0,10,162
2025-11-24,SKU0089,217,214.0,10,162
2025-12-01,SKU0089,108,0.0,10,162
2025-12-08,SKU0089,109,207.0,10,162
2025-12-15,SKU0089,137,216.0,10,162
2025-12-22,SKU0089,205,271.0,10,162
2025-12-29,SKU0089,122,0.0,10,162
2024-01-01,SKU0090,759,0.0,7,174
2024-01-08,SKU0090,605,0.0,7,174
2024-01-15,SKU0090,451,0.0,7,174
2024-01-22,SKU0090,290,0.0,7,174
2024-01-29,SKU0090,286,190.0,7,174
2024-02-05,SKU0090,274,229.0,7,174
2024-02-12,SKU0090,303,281.0,7,174
2024-02-19,SKU0090,140,0.0,7,174
2024-02-26,SKU0090,242,280.0,7,174
2024-03-04,SKU0090,346,260.0,7,174
2024-03-11,SKU0090,192,0.0,7,174
2024-03-18,SKU0090,47,0.0,7,174
2024-03-25,SKU0090,0,0.0,7,174
2024-04-01,SKU0090,329,203.0,7,174
2024-04-08,SKU0090,358,262.0,7,174
2024-04-15,SKU0090,180,0.0,7,174
2024-04-22,SKU0090,22,0.0,7,174
2024-04-29,SKU0090,0,0.0,7,174
2024-05-06,SKU0090,186,224.0,7,174
2024-05-13,SKU0090,174,242.0,7,174
2024-05-20,SKU0090,27,0.0,7,174
2024-05-27,SKU0090,0,,7,174
2024-06-03,SKU0090,0,0.0,7,174
2024-06-10,SKU0090,292,283.0,7,174
2024-06-17,SKU0090,450,211.0,7,174
2024-06-24,SKU0090,291,0.0,7,174
2024-07-01,SKU0090,439,204.0,7,174
2024-07-08,SKU0090,279,0.0,7,174
2024-07-15,SKU0090,129,0.0,7,174
2024-07-22,SKU0090,0,0.0,7,174
2024-07-29,SKU0090,119,271.0,7,174
2024-08-05,SKU0090,0,0.0,7,174
2024-08-12,SKU0090,298,284.0,7,174
2024-08-19,SKU0090,144,0.0,7,174
2024-08-26,SKU0090,117,187.0,7,174
2024-09-02,SKU0090,0,0.0,7,174
2024-09-09,SKU0090,126,289.0,7,174
2024-09-16,SKU0090,328,227.0,7,174
2024-09-23,SKU0090,175,0.0,7,174
2024-09-30,SKU0090,285,251.0,7,174
2024-10-07,SKU0090,149,0.0,7,174
2024-10-14,SKU0090,1,0.0,7,174
2024-10-21,SKU0090,178,208.0,7,174
2024-10-28,SKU0090,310,210.0,7,174
2024-11-04,SKU0090,163,0.0,7,174
2024-11-11,SKU0090,177,254.0,7,174
2024-11-18,SKU0090,29,0.0,7,174
2024-11-25,SKU0090,0,0.0,7,174
2024-12-02,SKU0090,231,282.0,7,174
2024-12-09,SKU0090,74,0.0,7,174
2024-12-16,SKU0090,0,0.0,7,174
2024-12-23,SKU0090,315,238.0,7,174
2024-12-30,SKU0090,385,269.0,7,174
2025-01-06,SKU0090,216,0.0,7,174
2025-01-13,SKU0090,395,275.0,7,174
2025-01-20,SKU0090,242,0.0,7,174
2025-01-27,SKU0090,62,0.0,7,174
2025-02-03,SKU0090,0,0.0,7,174
2025-02-10,SKU0090,322,200.0,7,174
2025-02-17,SKU0090,156,0.0,7,174
2025-02-17,SKU0090,156,0.0,7,174
2025-02-24,SKU0090,0,0.0,7,174
2025-03-03,SKU0090,233,302.0,7,174
2025-03-10,SKU0090,92,0.0,7,174
2025-03-17,SKU0090,0,0.0,7,174
2025-03-24,SKU0090,156,239.0,7,174
2025-03-31,SKU0090,160,203.0,7,174
2025-04-07,SKU0090,17,0.0,7,174
2025-04-14,SKU0090,0,,7,174
2025-04-21,SKU0090,120,,7,174
2025-04-28,SKU0090,225,233.0,7,174
2025-05-05,SKU0090,57,0.0,7,174
2025-05-12,SKU0090,0,0.0,7,174
2025-05-19,SKU0090,0,0.0,7,174
2025-05-26,SKU0090,200,296.0,7,174
2025-06-02,SKU0090,385,,7,174
2025-06-09,SKU0090,237,0.0,7,174
2025-06-16,SKU0090,86,0.0,7,174
2025-06-23,SKU0090,0,0.0,7,174
2025-06-30,SKU0090,143,300.0,7,174
2025-07-07,SKU0090,152,212.0,7,174
2025-07-14,SKU0090,5,0.0,7,174
2025-07-21,SKU0090,294,230.0,7,174
2025-07-28,SKU0090,375,296.0,7,174
2025-08-04,SKU0090,224,0.0,7,174
2025-08-11,SKU0090,61,0.0,7,174
2025-08-18,SKU0090,291,245.0,7,174
2025-08-25,SKU0090,155,0.0,7,174
2025-09-01,SKU0090,9,,7,174
2025-09-08,SKU0090,177,303.0,7,174
2025-09-15,SKU0090,23,0.0,7,174
2025-09-22,SKU0090,0,0.0,7,174
2025-09-29,SKU0090,320,255.0,7,174
2025-10-06,SKU0090,175,0.0,7,174
2025-10-13,SKU0090,213,272.0,7,174
2025-10-20,SKU0090,357,194.0,7,174
2025-10-27,SKU0090,220,0.0,7,174
2025-11-03,SKU0090,56,0.0,7,174
2025-11-10,SKU0090,197,295.0,7,174
2025-11-17,SKU0090,190,219.0,7,174
2025-11-24,SKU0090,33,0.0,7,174
2025-12-01,SKU0090,155,190.0,7,174
2025-12-08,SKU0090,123,218.0,7,174
2025-12-15,SKU0090,278,228.0,7,174
2025-12-22,SKU0090,342,306.0,7,174
2025-12-29,SKU0090,177,0.0,7,174
2024-01-01,SKU0091,1089,0.0,14,404
2024-01-08,SKU0091,931,0.0,14,404
2024-01-15,SKU0091,784,0.0,14,404
2024-01-22,SKU0091,606,0.0,14,404
2024-01-29,SKU0091,428,0.0,14,404
2024-02-05,SKU0091,494,478.0,14,404
2024-02-12,SKU0091,501,478.0,14,404
2024-02-19,SKU0091,592,543.0,14,404
2024-02-26,SKU0091,427,0.0,14,404
2024-03-04,SKU0091,544,393.0,14,404
