sale_date,order_id,sku_id,quantity,unit_price,discount_pct,revenue,customer_id,region,channel,payment_method,shipping_days,order_status,sales_rep,warehouse
03/01/2026,ORD102901,SKU0155,1,226.04,25,169.53,CUST02569,Mansoura,Store,,8.0,Completed,,WH-05
2026-04-05,ORD100260,SKU0142,2,99.88,15,-169.8,CUST00071,Cairo,Store,BNPL,,Returned,Sara,WH-05
19/03/2026,ORD101912,SKU0053,2,270.53,25,405.79,CUST00110,Tanta,Marketplace,,8.0,Completed,Omar,WH-05
27/02/2026,ORD102975,SKU0036,1,214.22,15,182.09,CUST01042,Cairo,Store,BNPL,1.0,Completed,Ali,WH-05
08/03/2026,ORD103008,SKU0089,1,226.45,30,158.51,CUST00917,Mansoura,Wholesale,Cash,9.0,Cancelled,,WH-01
01/05/2026,ORD100468,SKU0110,5,273.93,15,1164.2,CUST01834,Tanta,Store,Card,7.0,Completed,Sara,WH-04
05/13/2026,ORD103897,SKU0048,1,278.2,5,264.29,CUST02582,Alexandria,Marketplace,,7.0,Completed,Sara,WH-01
06/22/2026,ORD104025,SKU0010,3,143.24,0,429.72,CUST02226,Mansoura,Marketplace,BNPL,8.0,Completed,Omar,WH-05
04/06/2026,ORD100076,SKU0198,4,161.27,35,419.3,CUST01753,Giza,Store,Card,1.0,Completed,,WH-03
06/04/2026,ORD101133,SKU0034,6,67.69,5,385.83,CUST02344,Mansoura,Wholesale,BNPL,4.0,Completed,Mona,WH-04
01/29/2026,ORD101512,SKU0064,4,370.61,30,1037.71,CUST02367,Tanta,Store,Card,8.0,Completed,Youssef,WH-02
01/31/2026,ORD102641,SKU0145,2,113.99,10,-205.18,CUST00410,Aswan,Marketplace,Wallet,2.0,Returned,Omar,WH-01
06/29/2026,ORD102371,SKU0031,50,114.07,10,-5133.15,CUST01149,Luxor,Store,Wallet,4.0,Returned,Ali,WH-01
21/01/2026,ORD104757,SKU0070,1,176.13,35,114.48,CUST01180,Mansoura,Store,Wallet,6.0,Completed,Ali,WH-03
01/22/2026,ORD104803,SKU0073,1,75.48,35,49.06,CUST01908,Aswan,Store,BNPL,,Completed,Ali,WH-01
04/21/2026,ORD104168,SKU0183,3,305.9,5,871.82,CUST02952,Luxor,Marketplace,Wallet,2.0,Completed,,WH-02
04/04/2026,ORD101578,SKU0065,6,12.06,35,47.03,CUST01919,Giza,Store,Wallet,8.0,Completed,,WH-02
2026-01-16,ORD101499,SKU0192,1,265.75,0,265.75,CUST00796,Giza,Online,,8.0,Completed,Youssef,WH-01
02/13/2026,ORD101679,SKU0186,3,31.08,25,69.93,CUST00074,Giza,Marketplace,Card,9.0,Completed,Ali,WH-03
02/26/2026,ORD102185,SKU0152,50,214.52,15,9117.1,CUST02733,Giza,Marketplace,Cash,5.0,Completed,Sara,WH-01
2026-05-15,ORD104725,SKU0160,5,52.3,15,222.28,CUST00491,Giza,Store,BNPL,6.0,Completed,Ali,WH-01
01/17/2026,ORD101729,SKU0189,2,195.69,35,254.4,CUST02819,Luxor,Marketplace,Wallet,5.0,Completed,Sara,WH-01
04/19/2026,ORD103769,SKU0199,3,296.04,20,710.5,CUST01472,Alexandria,Online,BNPL,10.0,Completed,Sara,WH-02
2026-03-30,ORD104783,SKU0089,4,227.11,5,863.02,CUST02374,Mansoura,Wholesale,Card,3.0,Completed,Sara,WH-02
02/04/2026,ORD100992,SKU0159,2,114.59,35,148.97,CUST01801,Mansoura,Store,BNPL,6.0,Completed,Ali,WH-05
2026-03-26,ORD102263,SKU0092,1,396.22,45,217.92,CUST02295,Giza,Marketplace,Cash,9.0,Completed,Ali,WH-05
08/03/2026,ORD101392,SKU0167,2,11.17,30,15.64,CUST02565,Mansoura,Marketplace,Cash,5.0,Completed,Ali,WH-01
05/04/2026,ORD100453,SKU0074,1,228.18,15,193.95,CUST00267,Giza,Store,,6.0,Completed,Mona,WH-02
2026-03-28,ORD101364,SKU0070,1,174.79,0,-174.79,CUST02790,Luxor,Online,Card,10.0,Returned,Mona,WH-05
02/07/2026,ORD100460,SKU0134,2,306.67,10,552.01,CUST02329,Cairo,Store,,4.0,Cancelled,Sara,WH-04
2026-04-04,ORD103780,SKU0077,3,64.06,35,124.92,CUST01000,Giza,Wholesale,Cash,2.0,Completed,Ali,WH-01
05/25/2026,ORD100529,SKU0101,1,162.11,20,129.69,CUST02533,Tanta,Store,Card,10.0,Completed,Ali,WH-04
02/06/2026,ORD103975,SKU0083,6,51.47,15,262.5,CUST02905,Giza,Wholesale,Cash,4.0,Completed,,WH-05
2026-06-06,ORD103794,SKU0103,3,152.59,15,389.1,CUST02162,Aswan,Marketplace,Card,,Completed,Sara,WH-03
17/07/2026,ORD101920,SKU0112,3,38.69,5,110.27,CUST00344,Aswan,Store,Cash,,Completed,Youssef,WH-05
2026-05-31,ORD102282,SKU0101,2,156.42,10,281.56,CUST00011,Tanta,Marketplace,BNPL,9.0,Completed,Ali,WH-02
2026-06-24,ORD100484,SKU0166,4,158.95,45,349.69,CUST01047,Cairo,Marketplace,,1.0,Completed,,WH-01
04/15/2026,ORD100529,SKU0038,1,311.52,0,311.52,CUST02469,Alexandria,Wholesale,,5.0,Completed,Mona,WH-05
2026-07-04,ORD102487,SKU0060,1,351.43,30,246.0,CUST02713,Aswan,Store,,7.0,Completed,,WH-05
2026-06-21,ORD102090,SKU0184,2,455.58,35,592.25,CUST02591,Cairo,Marketplace,Card,10.0,Completed,Mona,WH-04
21/07/2026,ORD104542,SKU0198,3,177.99,20,427.18,CUST02151,Cairo,Marketplace,BNPL,6.0,Completed,Ali,WH-02
2026-04-07,ORD102170,SKU0047,2,290.6,20,464.96,CUST02721,Cairo,Online,Cash,6.0,Completed,Omar,WH-05
24/02/2026,ORD100042,SKU0173,2,157.97,30,221.16,CUST02674,Mansoura,Store,BNPL,8.0,Completed,Omar,WH-01
2026-06-15,ORD101232,SKU0040,4,100.01,45,220.02,CUST00178,Alexandria,Marketplace,Wallet,7.0,Completed,Ali,WH-05
05/14/2026,ORD102410,SKU0191,2,62.21,10,111.98,CUST01168,Cairo,Marketplace,,7.0,Completed,Mona,WH-01
12/26/2025,ORD103123,SKU0004,3,36.72,10,99.14,CUST00956,Mansoura,Online,BNPL,,Completed,Youssef,WH-01
2026-06-12,ORD103886,SKU0014,2,81.82,25,122.73,CUST02161,Cairo,Marketplace,Wallet,1.0,Completed,Mona,WH-03
08/06/2026,ORD103066,SKU0194,2,81.53,10,146.75,CUST02000,Tanta,Online,BNPL,1.0,Completed,Omar,WH-04
01/04/2026,ORD104218,SKU0191,4,59.37,25,178.11,CUST01945,Tanta,Store,BNPL,2.0,Completed,Ali,WH-04
2026-02-26,ORD102815,SKU0165,1,123.78,10,111.4,CUST00240,Cairo,Online,Card,8.0,Completed,Youssef,WH-03
2026-07-15,ORD104548,SKU0068,1,302.6,35,196.69,CUST01752,Mansoura,Marketplace,Wallet,5.0,Completed,Omar,WH-03
07/07/2026,ORD104522,SKU0198,1,166.71,45,91.69,CUST00515,Tanta,Store,Cash,7.0,Completed,Youssef,WH-03
16/07/2026,ORD102885,SKU0023,5,103.2,15,438.6,CUST02581,Giza,Online,,6.0,Completed,Sara,WH-05
03/12/2026,ORD102101,SKU0175,1,141.06,35,91.69,CUST00112,Cairo,Online,,2.0,Completed,,WH-01
2026-02-19,ORD101633,SKU0059,4,215.08,15,731.27,CUST01027,Tanta,Marketplace,Wallet,,Completed,Youssef,WH-03
2026-07-18,ORD102763,SKU0176,2,221.88,45,244.07,CUST00838,Alexandria,Marketplace,,6.0,Completed,Sara,WH-03
01/15/2026,ORD103734,SKU0052,4,122.74,20,392.77,CUST02006,Alexandria,Marketplace,Wallet,5.0,Completed,Ali,WH-03
05/16/2026,ORD104439,SKU0168,1,18.93,45,10.41,CUST00053,Cairo,Wholesale,Card,,Completed,,WH-02
2026-05-16,ORD102357,SKU0116,1,297.34,35,193.27,CUST02518,Tanta,Online,BNPL,7.0,Completed,Ali,WH-02
01/12/2026,ORD103098,SKU0156,2,125.47,15,213.3,CUST00578,Cairo,Store,Wallet,6.0,Completed,,WH-03
15/07/2026,ORD102985,SKU0194,1,81.66,5,77.58,CUST01455,Cairo,Store,Wallet,5.0,Completed,Sara,WH-05
2026-07-12,ORD100016,SKU0003,4,48.25,0,193.0,CUST02215,Aswan,Marketplace,Cash,9.0,Completed,Sara,WH-02
2026-02-06,ORD103361,SKU0054,2,190.43,45,209.47,CUST02382,Mansoura,Marketplace,Cash,2.0,Completed,,WH-04
03/07/2026,ORD101678,SKU0129,1,384.63,20,-307.7,CUST02751,Tanta,Online,Wallet,7.0,Returned,,WH-03
06/21/2026,ORD104081,SKU0052,1,116.17,30,81.32,CUST01205,Aswan,Store,,10.0,Completed,Ali,WH-05
26/12/2025,ORD103138,SKU0177,1,197.29,30,138.1,CUST02652,Aswan,Marketplace,Wallet,,Completed,Ali,WH-05
05/05/2026,ORD104558,SKU0168,5,17.12,35,55.64,CUST02055,Luxor,Online,,1.0,Completed,Omar,WH-01
06/07/2026,ORD104201,SKU0124,1,198.4,5,188.48,CUST01248,Tanta,Marketplace,BNPL,8.0,Completed,Ali,WH-03
2026-03-09,ORD101351,SKU0012,3,101.25,15,258.19,CUST00373,Alexandria,Online,Wallet,1.0,Completed,Youssef,WH-05
27/06/2026,ORD100497,SKU0193,4,315.48,45,694.06,CUST01916,Tanta,Wholesale,BNPL,5.0,Completed,,WH-04
04/14/2026,ORD102501,SKU0198,2,162.07,30,226.9,CUST00718,Mansoura,Store,Card,1.0,Completed,Mona,WH-05
05/23/2026,ORD104866,SKU0196,1,330.61,20,264.49,CUST01943,Aswan,Online,Cash,8.0,Completed,Omar,WH-02
06/13/2026,ORD100870,SKU0034,5,66.32,45,182.38,CUST00772,Luxor,Marketplace,BNPL,2.0,Completed,,WH-01
13/01/2026,ORD104462,SKU0028,3,281.5,5,-802.28,CUST01302,Tanta,Store,Card,6.0,Returned,Youssef,WH-02
2026-06-01,ORD101417,SKU0179,1,18.79,25,14.09,CUST00124,Mansoura,Marketplace,BNPL,9.0,Completed,Youssef,WH-01
06/28/2026,ORD103659,SKU0087,1,148.37,30,103.86,CUST00566,Cairo,Online,Card,7.0,Completed,Ali,WH-05
04/19/2026,ORD103996,SKU0067,1,44.24,25,33.18,CUST01145,Luxor,Wholesale,Card,6.0,Completed,Youssef,WH-02
29/06/2026,ORD102311,SKU0141,4,282.93,45,622.45,CUST01163,Alexandria,Online,BNPL,10.0,Completed,Youssef,WH-01
01/05/2026,ORD102611,SKU0003,3,52.13,0,156.39,CUST00621,Tanta,Marketplace,BNPL,,Completed,Mona,WH-05
02/26/2026,ORD100324,SKU0083,4,51.76,0,207.04,CUST02838,Mansoura,Marketplace,Wallet,5.0,Completed,Sara,WH-01
20/05/2026,ORD100292,SKU0179,3,19.46,10,52.54,CUST02684,Luxor,Marketplace,Card,6.0,Completed,,WH-04
2026-07-13,ORD100887,SKU0002,1,306.11,45,168.36,CUST01256,Aswan,Online,BNPL,6.0,Completed,Sara,WH-05
2026-02-28,ORD100840,SKU0047,1,274.48,25,205.86,CUST01358,Luxor,Store,Cash,4.0,Completed,,WH-02
04/07/2026,ORD102861,SKU0041,2,332.81,20,532.5,CUST00074,Giza,Online,,,Completed,Sara,WH-03
07/15/2026,ORD103791,SKU0171,1,169.96,35,110.47,CUST02712,Mansoura,Store,BNPL,1.0,Completed,Ali,WH-05
2026-06-19,ORD100769,SKU0004,2,35.84,0,71.68,CUST02889,Aswan,Wholesale,Wallet,7.0,Completed,Omar,WH-03
07/03/2026,ORD101133,SKU0076,2,257.24,0,514.48,CUST02149,Tanta,Wholesale,Wallet,8.0,Completed,Sara,WH-02
02/19/2026,ORD103454,SKU0163,1,398.49,10,358.64,CUST02645,Tanta,Marketplace,BNPL,9.0,Completed,Youssef,WH-04
2026-02-03,ORD102942,SKU0159,6,113.3,0,679.8,CUST00265,Mansoura,Online,Cash,5.0,Completed,Omar,WH-01
01/27/2026,ORD104037,SKU0070,1,179.0,10,161.1,CUST00091,Alexandria,Online,Cash,8.0,Completed,Sara,WH-05
06/03/2026,ORD102553,SKU0124,1,193.71,10,174.34,CUST02524,Tanta,Wholesale,Cash,1.0,Completed,Ali,WH-02
01/06/2026,ORD100735,SKU0086,3,169.26,15,431.61,CUST02033,Giza,Marketplace,Cash,2.0,Completed,Mona,WH-04
2026-04-24,ORD100163,SKU0094,2,304.28,15,517.28,CUST00855,Mansoura,Online,Cash,,Completed,Youssef,WH-02
08/03/2026,ORD102150,SKU0146,1,13.82,10,12.44,CUST02235,Aswan,Marketplace,Cash,8.0,Completed,Mona,WH-04
28/05/2026,ORD102266,SKU0199,1,290.15,10,261.14,CUST02175,Tanta,Online,Wallet,8.0,Completed,Ali,WH-03
31/03/2026,ORD103822,SKU0048,3,291.69,35,568.8,CUST02517,Cairo,Online,Cash,,Completed,Omar,WH-02
08/05/2026,ORD100201,SKU0179,3,19.95,30,41.9,CUST01797,Aswan,Store,Card,10.0,Completed,,WH-04
13/01/2026,ORD102658,SKU0030,3,21.95,5,-62.56,CUST02505,Mansoura,Store,Wallet,7.0,Returned,Omar,WH-03
12/05/2026,ORD101271,SKU0165,2,125.51,35,163.16,CUST00970,Cairo,Store,,8.0,Completed,Sara,WH-01
06/11/2026,ORD100974,SKU0170,1,127.43,5,121.06,CUST00814,Tanta,Marketplace,Cash,6.0,Completed,Omar,WH-03
04/06/2026,ORD103389,SKU0002,3,280.82,45,463.35,CUST00382,Alexandria,Store,,7.0,Completed,Ali,WH-04
2025-12-30,ORD104906,SKU0070,3,181.33,15,-462.39,CUST00190,Giza,Wholesale,Cash,2.0,Returned,Sara,WH-04
03/02/2026,ORD101360,SKU0198,1,162.82,35,105.83,CUST01753,Mansoura,Store,Cash,3.0,Completed,Omar,WH-01
05/01/2026,ORD103196,SKU0074,1,241.25,0,241.25,CUST00085,Alexandria,Store,Cash,,Completed,Mona,WH-02
2026-01-27,ORD104929,SKU0145,2,114.59,15,194.8,CUST02268,Cairo,Marketplace,,6.0,Completed,Mona,WH-03
07/17/2026,ORD103075,SKU0064,4,355.18,10,1278.65,CUST02960,Cairo,Wholesale,Card,1.0,Completed,Youssef,WH-02
2026-02-16,ORD102552,SKU0142,1,106.85,45,58.77,CUST01025,Tanta,Online,BNPL,6.0,Completed,Mona,WH-01
12/03/2026,ORD100127,SKU0005,1,267.24,10,240.52,CUST01352,Luxor,Store,,7.0,Completed,Youssef,WH-02
2026-02-04,ORD104036,SKU0085,5,25.9,10,116.55,CUST00830,Tanta,Marketplace,Cash,6.0,Completed,,WH-03
07/10/2026,ORD102879,SKU0071,2,273.48,10,492.26,CUST02963,Alexandria,Online,BNPL,3.0,Completed,Ali,WH-05
03/01/2026,ORD103904,SKU0085,2,23.44,0,46.88,CUST00735,Alexandria,Online,,9.0,Completed,Sara,WH-05
26/06/2026,ORD102382,SKU0096,2,53.44,10,96.19,CUST00936,Luxor,Marketplace,BNPL,4.0,Completed,Youssef,WH-03
04/05/2026,ORD100661,SKU0054,1,168.3,30,117.81,CUST01479,Aswan,Store,,4.0,Completed,Youssef,WH-03
05/09/2026,ORD103007,SKU0145,1,115.99,35,75.39,CUST00462,Giza,Online,Wallet,6.0,Completed,Ali,WH-03
2026-07-12,ORD101642,SKU0166,3,159.25,25,358.31,CUST01997,Cairo,Online,BNPL,4.0,Completed,Omar,WH-03
31/12/2025,ORD104804,SKU0047,3,296.23,20,710.95,CUST00785,Mansoura,Store,Cash,10.0,Completed,Youssef,WH-05
13/03/2026,ORD102401,SKU0057,3,410.36,5,1169.53,CUST01425,Cairo,Store,Card,3.0,Completed,Mona,WH-05
2026-07-03,ORD101609,SKU0151,2,27.75,0,55.5,CUST02037,Tanta,Wholesale,Cash,2.0,Completed,,WH-03
07/20/2026,ORD104764,SKU0119,1,69.86,35,45.41,CUST02340,Tanta,Store,Wallet,7.0,Completed,Youssef,WH-03
06/15/2026,ORD103219,SKU0025,3,164.24,15,418.81,CUST01935,Alexandria,Marketplace,Card,10.0,Completed,Omar,WH-02
19/04/2026,ORD101004,SKU0106,5,209.92,15,-892.16,CUST00642,Luxor,Store,BNPL,1.0,Returned,Mona,WH-05
04/27/2026,ORD100696,SKU0151,3,28.49,0,-85.47,CUST01432,Alexandria,Wholesale,,3.0,Returned,Ali,WH-05
03/25/2026,ORD104512,SKU0195,1,339.16,20,-271.33,CUST01868,Alexandria,Online,Wallet,1.0,Returned,,WH-05
2026-07-23,ORD100001,SKU0004,2,37.09,15,63.05,CUST00651,Cairo,Online,Wallet,8.0,Completed,Omar,WH-03
04/03/2026,ORD103474,SKU0001,3,168.86,0,506.58,CUST02269,Mansoura,Store,Cash,9.0,Completed,,WH-04
2026-05-10,ORD102795,SKU0008,1,54.18,10,48.76,CUST00462,Tanta,Marketplace,BNPL,,Completed,Youssef,WH-03
14/06/2026,ORD103950,SKU0093,2,109.82,35,142.77,CUST00353,Tanta,Wholesale,BNPL,7.0,Completed,Mona,WH-05
2026-05-29,ORD103760,SKU0020,3,258.03,30,541.86,CUST01434,Tanta,Wholesale,Wallet,,Completed,Omar,WH-02
10/05/2026,ORD104725,SKU0163,5,397.46,10,1788.57,CUST00041,Giza,Online,Card,3.0,Completed,,WH-01
2026-07-24,ORD103595,SKU0134,1,299.31,20,239.45,CUST02864,Giza,Marketplace,Cash,,Completed,Mona,WH-05
02/03/2026,ORD101452,SKU0128,2,65.9,30,92.26,CUST00538,Mansoura,Marketplace,Cash,,Completed,Omar,WH-03
04/08/2026,ORD102080,SKU0180,4,352.86,15,1199.72,CUST02764,Cairo,Marketplace,,10.0,Completed,Youssef,WH-02
05/02/2026,ORD103839,SKU0081,3,147.57,10,398.44,CUST00883,Alexandria,Marketplace,Card,9.0,Completed,Ali,WH-04
01/14/2026,ORD102701,SKU0124,2,213.67,5,405.97,CUST01163,Alexandria,Wholesale,Wallet,5.0,Cancelled,Mona,WH-04
05/13/2026,ORD104786,SKU0036,1,227.84,45,125.31,CUST01628,Tanta,Wholesale,Cash,4.0,Completed,Ali,WH-04
12/28/2025,ORD103687,SKU0112,1,40.46,30,28.32,CUST01293,Cairo,Wholesale,Card,6.0,Completed,,WH-03
05/26/2026,ORD102373,SKU0158,2,332.56,30,465.58,CUST00713,Mansoura,Online,,2.0,Completed,Ali,WH-02
03/19/2026,ORD100607,SKU0138,4,198.27,5,753.43,CUST00648,Giza,Online,Wallet,4.0,Completed,Sara,WH-02
05/31/2026,ORD104284,SKU0047,3,294.0,25,661.5,CUST02391,Aswan,Wholesale,Wallet,1.0,Completed,Omar,WH-02
06/28/2026,ORD101360,SKU0105,1,9.23,25,6.92,CUST01865,Cairo,Store,Cash,8.0,Completed,Youssef,WH-02
04/03/2026,ORD101369,SKU0089,1,241.36,20,-193.09,CUST01782,Alexandria,Online,BNPL,5.0,Returned,Mona,WH-02
07/11/2026,ORD103549,SKU0167,1,11.57,15,-9.83,CUST02743,Aswan,Wholesale,Cash,,Returned,Youssef,WH-01
04/14/2026,ORD100656,SKU0005,4,264.76,20,847.23,CUST00963,Aswan,Marketplace,Cash,7.0,Completed,,WH-04
12/26/2025,ORD100162,SKU0172,2,69.51,35,90.36,CUST00232,Cairo,Wholesale,BNPL,1.0,Completed,Youssef,WH-02
02/08/2026,ORD103755,SKU0131,3,281.56,10,760.21,CUST01133,Giza,Online,Card,1.0,Completed,Sara,WH-04
03/02/2026,ORD101306,SKU0011,3,182.89,20,438.94,CUST01831,Alexandria,Marketplace,Cash,1.0,Completed,Omar,WH-05
04/12/2026,ORD102954,SKU0119,5,72.73,35,-236.37,CUST00172,Aswan,Wholesale,BNPL,1.0,Returned,Ali,WH-03
2026-03-12,ORD102570,SKU0132,2,58.8,30,82.32,CUST02440,Tanta,Wholesale,,6.0,Completed,Mona,WH-02
04/07/2026,ORD102519,SKU0064,2,359.9,5,683.81,CUST01886,Luxor,Store,Wallet,7.0,Completed,,WH-02
03/10/2026,ORD101536,SKU0174,1,166.22,20,132.98,CUST01495,Alexandria,Wholesale,Card,2.0,Completed,,WH-02
2026-04-11,ORD104472,SKU0051,2,21.94,5,-41.69,CUST01559,Aswan,Marketplace,BNPL,9.0,Returned,Ali,WH-02
16/07/2026,ORD103214,SKU0140,2,298.11,5,-566.41,CUST02427,Giza,Marketplace,,7.0,Returned,Mona,WH-03
06/18/2026,ORD101174,SKU0028,5,275.07,35,893.98,CUST02361,Aswan,Online,Card,8.0,Completed,Sara,WH-03
2026-02-05,ORD100112,SKU0029,4,31.32,5,119.02,CUST02174,Giza,Online,Cash,3.0,Completed,,WH-05
14/06/2026,ORD102828,SKU0121,2,456.91,5,868.13,CUST02097,Alexandria,Store,Cash,1.0,Completed,Youssef,WH-04
01/23/2026,ORD101389,SKU0183,2,303.84,5,577.3,CUST02727,Luxor,Marketplace,,4.0,Completed,Youssef,WH-03
2026-03-24,ORD102740,SKU0055,1,59.67,30,41.77,CUST00115,Aswan,Online,Card,8.0,Completed,Omar,WH-02
04/19/2026,ORD102081,SKU0116,2,275.47,15,468.3,CUST02683,Giza,Wholesale,Cash,5.0,Completed,,WH-05
03/14/2026,ORD104571,SKU0047,2,308.54,35,401.1,CUST01789,Mansoura,Wholesale,BNPL,3.0,Completed,Mona,WH-04
07/02/2026,ORD104288,SKU0148,1,53.52,15,45.49,CUST02362,Luxor,Wholesale,Cash,10.0,Completed,,WH-05
11/05/2026,ORD104093,SKU0038,3,283.86,20,681.26,CUST00452,Mansoura,Wholesale,,9.0,Completed,Sara,WH-01
26/06/2026,ORD101803,SKU0068,2,280.97,45,-309.07,CUST02445,Tanta,Store,BNPL,6.0,Returned,Mona,WH-04
2026-05-29,ORD102492,SKU0027,2,456.5,5,867.35,CUST02047,Luxor,Wholesale,Cash,2.0,Completed,Ali,WH-05
06/23/2026,ORD103935,SKU0009,4,108.95,35,283.27,CUST01509,Alexandria,Online,,6.0,Completed,,WH-01
28/04/2026,ORD100966,SKU0106,2,217.79,35,283.13,CUST01768,Tanta,Online,Card,4.0,Completed,Sara,WH-03
04/17/2026,ORD100435,SKU0082,5,243.01,20,972.04,CUST02392,Alexandria,Marketplace,Wallet,10.0,Completed,,WH-04
2026-03-08,ORD104668,SKU0035,6,44.2,45,145.86,CUST01361,Aswan,Online,,4.0,Completed,Youssef,WH-05
01/22/2026,ORD101855,SKU0140,2,303.29,30,424.61,CUST02487,Tanta,Wholesale,Card,7.0,Completed,Omar,WH-01
2026-05-10,ORD102120,SKU0017,5,42.49,35,138.09,CUST01423,Giza,Wholesale,,,Completed,,WH-01
2026-01-03,ORD101942,SKU0057,4,400.0,15,1360.0,CUST00519,Tanta,Wholesale,Card,1.0,Completed,Omar,WH-04
05/23/2026,ORD102683,SKU0167,1,11.09,0,11.09,CUST01368,Giza,Online,,5.0,Completed,Mona,WH-03
04/15/2026,ORD104438,SKU0053,2,262.13,45,288.34,CUST01092,Alexandria,Online,Card,4.0,Completed,Youssef,WH-02
04/17/2026,ORD104250,SKU0117,1,195.23,5,185.47,CUST00040,Giza,Wholesale,Wallet,7.0,Completed,Omar,WH-01
27/02/2026,ORD100669,SKU0057,5,408.87,30,1431.04,CUST01780,Luxor,Wholesale,,4.0,Completed,Mona,WH-03
2026-06-02,ORD103716,SKU0122,6,315.66,10,1704.56,CUST00662,Cairo,Store,,3.0,Completed,Sara,WH-02
02/05/2026,ORD100786,SKU0152,1,220.12,0,-220.12,CUST01884,Mansoura,Online,Wallet,9.0,Returned,Youssef,WH-05
09/07/2026,ORD104329,SKU0140,5,312.56,30,1093.96,CUST01857,Cairo,Marketplace,Card,2.0,Completed,Ali,WH-03
06/01/2026,ORD104651,SKU0145,1,125.81,15,106.94,CUST00046,Cairo,Store,Cash,9.0,Completed,,WH-02
05/11/2026,ORD103902,SKU0098,5,119.23,0,596.15,CUST01332,Mansoura,Wholesale,BNPL,8.0,Completed,Omar,WH-05
02/03/2026,ORD103359,SKU0117,1,194.07,5,184.37,CUST01854,Cairo,Marketplace,,6.0,Completed,Ali,WH-05
27/02/2026,ORD103189,SKU0097,2,327.28,35,425.46,CUST00300,Mansoura,Wholesale,Cash,1.0,Completed,,WH-04
2026-07-19,ORD103771,SKU0031,2,125.17,45,137.69,CUST02417,Alexandria,Online,Cash,,Completed,Mona,WH-04
2026-01-25,ORD104630,SKU0048,1,271.85,5,258.26,CUST01448,Alexandria,Marketplace,Card,7.0,Completed,Youssef,WH-03
2026-01-15,ORD103393,SKU0149,1,214.09,5,203.39,CUST00385,Alexandria,Wholesale,,10.0,Completed,Sara,WH-02
04/22/2026,ORD104237,SKU0109,3,147.43,30,309.6,CUST02968,Luxor,Wholesale,Cash,2.0,Completed,Mona,WH-01
10/01/2026,ORD102774,SKU0018,5,407.9,25,-1529.62,CUST02670,Aswan,Store,Wallet,10.0,Returned,Mona,WH-01
07/16/2026,ORD104546,SKU0140,1,286.76,20,229.41,CUST01576,Luxor,Wholesale,,4.0,Completed,Sara,WH-01
2026-03-06,ORD104793,SKU0197,3,154.08,30,323.57,CUST01793,Aswan,Store,Wallet,9.0,Completed,Omar,WH-02
23/02/2026,ORD104334,SKU0162,4,220.84,0,883.36,CUST02297,Tanta,Marketplace,Card,5.0,Completed,Ali,WH-05
26/01/2026,ORD100191,SKU0063,1,81.16,0,81.16,CUST00391,Alexandria,Online,Cash,8.0,Completed,Ali,WH-01
09/07/2026,ORD104829,SKU0143,5,151.17,20,604.68,CUST02448,Luxor,Online,BNPL,6.0,Completed,Sara,WH-01
2026-06-26,ORD103389,SKU0028,2,280.22,30,392.31,CUST00558,Alexandria,Store,Card,7.0,Completed,Omar,WH-03
30/06/2026,ORD102305,SKU0056,2,83.68,20,133.89,CUST01611,Cairo,Wholesale,BNPL,4.0,Completed,Sara,WH-01
2026-01-28,ORD102476,SKU0091,3,100.3,10,270.81,CUST02391,Mansoura,Wholesale,Wallet,9.0,Completed,Sara,WH-03
2026-04-12,ORD101116,SKU0063,1,88.98,35,57.84,CUST01563,Alexandria,Wholesale,Card,2.0,Completed,Ali,WH-05
2026-04-14,ORD103112,SKU0192,4,272.49,5,1035.46,CUST00855,Aswan,Store,Cash,4.0,Completed,Youssef,WH-03
2026-03-01,ORD103828,SKU0012,4,99.38,25,298.14,CUST00439,Mansoura,Store,BNPL,,Completed,Youssef,WH-05
2026-04-05,ORD100485,SKU0037,1,14.22,35,9.24,CUST00258,Alexandria,Wholesale,Cash,2.0,Completed,Sara,WH-03
02/20/2026,ORD100955,SKU0049,1,190.92,10,171.83,CUST00655,Cairo,Online,Cash,4.0,Completed,Omar,WH-02
02/01/2026,ORD100276,SKU0175,4,150.36,0,601.44,CUST00043,Alexandria,Marketplace,Wallet,5.0,Completed,Ali,WH-02
2026-04-01,ORD101424,SKU0022,3,27.94,0,-83.82,CUST01222,Luxor,Store,Wallet,,Returned,Mona,WH-02
03/19/2026,ORD102374,SKU0096,5,55.78,5,-264.96,CUST01104,Alexandria,Online,BNPL,2.0,Returned,Youssef,WH-03
05/02/2026,ORD100230,SKU0194,3,84.47,15,215.4,CUST02466,Tanta,Wholesale,BNPL,,Completed,Ali,WH-05
2026-05-20,ORD101262,SKU0009,5,122.37,20,489.48,CUST02463,Mansoura,Wholesale,Card,,Completed,Ali,WH-01
2026-05-21,ORD101308,SKU0024,1,114.4,10,102.96,CUST00362,Luxor,Online,Card,2.0,Completed,Ali,WH-01
03/01/2026,ORD100873,SKU0034,3,66.97,10,180.82,CUST02454,Luxor,Marketplace,,,Completed,Mona,WH-02
2026-05-15,ORD102991,SKU0175,3,147.52,10,398.3,CUST00310,Tanta,Store,,7.0,Completed,,WH-03
2026-02-24,ORD104380,SKU0160,2,52.1,10,93.78,CUST02419,Giza,Wholesale,Cash,3.0,Completed,Youssef,WH-01
